,id,director,title,genres,revenue,vote_count,vote_average
1104,30497,Tobe Hooper,The Texas Chain Saw Massacre,"[{'id': 27, 'name': 'Horror'}]",30859000,617,7.1
1105,16337,Tobe Hooper,The Texas Chainsaw Massacre 2,"[{'id': 27, 'name': 'Horror'}]",8025872,142,5.8
1106,25018,Jeff Burr,Leatherface: Texas Chainsaw Massacre III,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",5765562,75,5.1
1107,16780,Kim Henkel,Texas Chainsaw Massacre: The Next Generation,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",185898,96,3.9
1108,12151,Jerry Zucker,Ruthless People,"[{'id': 35, 'name': 'Comedy'}]",71624879,104,6.7
1109,25438,Charles Martin Smith,Trick or Treat,"[{'id': 27, 'name': 'Horror'}, {'id': 10402, 'name': 'Music'}]",6797218,40,5.6
1110,33278,Wes Craven,Deadly Friend,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",8988731,57,5.9
1111,192,Jean-Jacques Annaud,The Name of the Rose,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",77200000,739,7.2
1112,10013,Francis Ford Coppola,Peggy Sue Got Married,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",41382841,138,5.9
1113,9671,Peter Faiman,Crocodile Dundee,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",328203506,512,6.3
1114,9396,John Cornell,Crocodile Dundee II,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",239606210,310,5.5
1115,11873,Martin Scorsese,The Color of Money,"[{'id': 18, 'name': 'Drama'}]",52293982,297,6.7
1116,18588,John Frankenheimer,52 Pick-Up,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5186646,23,5.8
1117,10015,Clint Eastwood,Heartbreak Ridge,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",42724017,270,6.5
1118,12715,J. Lee Thompson,Firewalker,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",11949484,48,5.0
1119,10722,Álex de la Iglesia,The Day of the Beast,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 80, 'name': 'Crime'}]",4367497,106,6.9
1120,10314,Robert Iscove,She's All That,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",103166989,425,5.7
1121,2112,Brian Helgeland,Payback,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",161626121,557,6.7
1122,16172,Mark Tarlov,Simply Irresistible,"[{'id': 35, 'name': 'Comedy'}]",4398989,52,5.5
1123,11622,Hugh Wilson,Blast from the Past,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",40263020,247,6.3
1124,10207,Luis Mandoki,Message in a Bottle,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",118880016,198,5.9
1125,9849,Donald Petrie,My Favorite Martian,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",36850101,81,5.1
1126,18892,Darren Stein,Jawbreaker,"[{'id': 35, 'name': 'Comedy'}]",3076820,93,5.9
1127,1542,Mike Judge,Office Space,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",12827813,1068,7.4
1128,15256,Risa Bramon Garcia,200 Cigarettes,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6852450,44,6.1
1129,8224,Joel Schumacher,8MM,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",96618699,479,6.1
1130,8913,Mary Lambert,Pet Sematary,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",57469467,417,6.4
1131,10906,Mary Lambert,Pet Sematary II,"[{'id': 27, 'name': 'Horror'}]",17092453,107,5.0
1132,25748,David Price,Children of the Corn II: The Final Sacrifice,"[{'id': 27, 'name': 'Horror'}]",6980986,50,4.5
1133,8769,John Carpenter,Christine,"[{'id': 27, 'name': 'Horror'}]",21200000,392,6.5
1134,14742,Ron Howard,Night Shift,"[{'id': 35, 'name': 'Comedy'}]",21095683,46,5.9
1135,10671,George Seaton,Airport,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",100489151,89,6.2
1136,27932,Jack Smight,Airport 1975,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",47000000,79,5.5
1137,7227,Jerry Jameson,Airport '77,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",30000000,69,5.8
1138,5919,John Guillermin,The Towering Inferno,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",116000000,230,7.1
1139,10803,Michael Anderson,Logan's Run,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",25000000,272,6.6
1140,871,Franklin J. Schaffner,Planet of the Apes,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",33395426,958,7.5
1141,1685,Ted Post,Beneath the Planet of the Apes,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",18999718,370,6.2
1142,1705,J. Lee Thompson,Battle for the Planet of the Apes,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",8844595,220,5.5
1143,1688,J. Lee Thompson,Conquest of the Planet of the Apes,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",9700000,243,6.1
1144,1687,Don Taylor,Escape from the Planet of the Apes,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",12348905,270,6.3
1145,11123,Mark Robson,Earthquake,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",79666653,76,5.6
1146,29723,David Lowell Rich,The Concorde... Airport '79,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",13015688,45,4.7
1147,9535,Harold Ramis,Analyze This,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",176885658,512,6.4
1148,9455,James Foley,The Corruptor,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",15156200,60,6.1
1149,796,Roger Kumble,Cruel Intentions,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",75902208,848,6.6
1150,100,Guy Ritchie,"Lock, Stock and Two Smoking Barrels","[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",3897569,1671,7.5
1151,30943,Ulu Grosbard,The Deep End of the Ocean,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",28121100,58,6.0
1152,7341,Katt Shea,The Rage: Carrie 2,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",17762705,79,5.1
1153,9540,David Cronenberg,Dead Ringers,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",8038508,176,7.0
1154,31503,Bob Balaban,My Boyfriend's Back,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",3335984,22,5.4
1155,22345,Bob Clark,Baby Geniuses,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",36450736,75,3.3
1156,1641,Bronwen Hughes,Forces of Nature,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",93888180,141,5.1
1157,47288,Richard Rich,The King and I,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",12000000,23,5.0
1158,16520,Walter Lang,The King and I,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",21300000,103,7.3
1159,16379,Scott Silver,The Mod Squad,"[{'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",13260050,37,4.1
1160,603,Lilly Wachowski,The Matrix,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",463517383,9079,7.9
1161,4951,Gil Junger,10 Things I Hate About You,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",53478166,1768,7.3
1162,8970,Sam Weisman,The Out-of-Towners,"[{'id': 35, 'name': 'Comedy'}]",29000000,46,5.1
1163,9430,Doug Liman,Go,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",28451622,198,7.0
1164,11355,Raja Gosnell,Never Been Kissed,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",84565230,378,5.8
1165,18764,Ringo Lam,Twin Dragons,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]",8359717,72,6.2
1166,9465,Robert Altman,Cookie's Fortune,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",10920544,35,6.2
1167,27455,Dave Meyers,Foolish,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",6033999,3,6.3
1168,6522,Ted Demme,Life,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",73345029,179,6.4
1169,1902,Alejandro Amenábar,Open Your Eyes,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",368234,211,7.4
1170,6396,James Merendino,SLC Punk,"[{'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",299200,93,7.3
1171,1946,David Cronenberg,eXistenZ,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]",2856712,487,6.7
1172,1844,Jon Amiel,Entrapment,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",212404396,613,6.0
1173,6552,Rodman Flender,Idle Hands,"[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",4152230,183,6.1
1174,3309,Michael Curtiz,Mildred Pierce,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",5638000,81,7.4
1175,18462,Thom Eberhardt,Night of the Comet,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",14418922,94,6.1
1176,18252,Jonathan R. Betuel,My Science Project,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",4122748,41,6.1
1177,8592,Warren Beatty,Dick Tracy,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",103738726,258,5.9
1178,564,Stephen Sommers,The Mummy,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",415885488,2796,6.6
1179,13852,Rob Sitch,The Castle,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",861789,69,7.4
1180,53862,David Raynr,Trippin',"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",9016377,4,4.5
1181,4927,David Moreton,Edge of Seventeen,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",870751,29,5.7
1182,1893,George Lucas,Star Wars: Episode I - The Phantom Menace,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",924317558,4526,6.4
1183,1924,Richard Donner,Superman,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",300218018,1042,6.9
1184,8536,Richard Lester,Superman II,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",190458706,642,6.5
1185,9531,Richard Lester,Superman III,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",75850624,500,5.3
1186,11411,Sidney J. Furie,Superman IV: The Quest for Peace,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",19300000,327,4.1
1187,138,Tod Browning,Dracula,"[{'id': 27, 'name': 'Horror'}]",1012189,254,7.2
1188,3035,James Whale,Frankenstein,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",12000000,295,7.3
1189,36685,Jim Sharman,The Rocky Horror Picture Show,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 10402, 'name': 'Music'}, {'id': 878, 'name': 'Science Fiction'}]",112892319,703,7.4
1190,30168,Malcolm Leo,It Came from Hollywood,"[{'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}]",2091037,12,6.0
1191,8974,Byron Haskin,The War of the Worlds,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",2000000,172,6.8
1192,509,Roger Michell,Notting Hill,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",363889678,1309,7.0
1193,1090,Josef Rusnak,The Thirteenth Floor,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",18564088,381,6.8
1194,55912,María Ripoll,Twice Upon a Yesterday,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",258464,8,5.1
1195,62676,John Sayles,Limbo,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1997807,17,7.0
1196,817,Jay Roach,Austin Powers: The Spy Who Shagged Me,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}]",310940086,1034,6.1
1197,14283,François Girard,The Red Violin,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",9495408,101,7.2
1198,37135,Chris Buck,Tarzan,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",448000000,1715,7.1
1199,2275,Simon West,The General's Daughter,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",149705852,209,6.1
1200,24137,Oliver Parker,An Ideal Husband,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",18535191,47,6.3
1201,104,Tom Tykwer,Run Lola Run,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",7267585,672,7.2
1202,9032,Dennis Dugan,Big Daddy,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",234801895,898,6.2
1203,9421,Francis Veber,The Dinner Game,"[{'id': 35, 'name': 'Comedy'}]",78599508,408,7.7
1204,55955,Udayan Prasad,My Son the Fanatic,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",408339,3,4.7
1205,6488,Frank Marshall,Arachnophobia,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",53208180,445,6.2
1206,8487,Barry Sonnenfeld,Wild Wild West,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 37, 'name': 'Western'}]",222104681,1042,5.1
1207,2105,Paul Weitz,American Pie,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",235483004,2358,6.4
1208,10208,Tim Hill,Muppets from Space,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",16290976,94,5.8
1209,2667,Eduardo Sánchez,The Blair Witch Project,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",248000000,1090,6.3
1210,345,Stanley Kubrick,Eyes Wide Shut,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",162091208,1266,7.1
1211,9825,Steve Miner,Lake Placid,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",56870414,251,5.5
1212,16158,Rick Famuyiwa,The Wood,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",25059640,34,7.1
1213,620,Ivan Reitman,Ghostbusters,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",295212467,2431,7.3
1214,2978,Ivan Reitman,Ghostbusters II,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",215394738,1131,6.3
1215,10490,Michael Patrick Jann,Drop Dead Gorgeous,"[{'id': 35, 'name': 'Comedy'}]",10571408,88,6.5
1216,11618,Jan de Bont,The Haunting,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 14, 'name': 'Fantasy'}, {'id': 9648, 'name': 'Mystery'}]",91188905,374,5.2
1217,1812,Jim Fall,Trick,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2049595,24,6.7
1218,8914,Renny Harlin,Deep Blue Sea,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",73648228,616,5.6
1219,9824,Kinka Usher,Mystery Men,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",29762011,255,5.7
1220,4806,Garry Marshall,Runaway Bride,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",309457509,472,5.8
1221,967,Stanley Kubrick,Spartacus,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",60000000,472,7.3
1222,802,Stanley Kubrick,Lolita,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",9250000,409,7.3
1223,3175,Stanley Kubrick,Barry Lyndon,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",20000000,521,7.7
1224,21185,Ken Kwapis,Vibes,"[{'id': 10749, 'name': 'Romance'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",1883811,10,6.0
1225,11120,Peter Weir,The Mosquito Coast,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",14302779,126,6.3
1226,10136,Michael Ritchie,The Golden Child,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",79817939,311,5.6
1227,48259,Bruce Beresford,Crimes of the Heart,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",22905522,17,6.0
1228,873,Steven Spielberg,The Color Purple,"[{'id': 18, 'name': 'Drama'}]",146292009,345,7.7
1229,26789,Richard Pearce,No Mercy,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",12303904,38,5.7
1230,108312,Jerrold Freedman,Native Son,"[{'id': 18, 'name': 'Drama'}]",1301121,2,2.0
1231,11416,Roland Joffé,The Mission,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}]",17218023,295,7.1
1232,10776,Frank Oz,Little Shop of Horrors,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",38748395,389,6.7
1233,31924,Sidney Lumet,The Morning After,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",25147055,22,5.9
1234,24081,Bob Clark,From the Hip,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",9518342,12,5.8
1235,66194,Jeffery Delman,Deadtime Stories,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2750741,7,4.6
1236,3526,Graeme Clifford,Frances,"[{'id': 18, 'name': 'Drama'}]",5000000,24,7.1
1237,16406,Andrew Fleming,Dick,"[{'id': 35, 'name': 'Comedy'}]",27500000,67,5.7
1238,10386,Brad Bird,The Iron Giant,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",23159305,1470,7.6
1239,745,M. Night Shyamalan,The Sixth Sense,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",672806292,3223,7.7
1240,913,John McTiernan,The Thomas Crown Affair,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",124305181,349,6.7
1241,17707,Jonathan Kaplan,Brokedown Palace,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",13000000,115,6.2
1242,9781,Adam Rifkin,Detroit Rock City,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",4217115,102,6.7
1243,13817,Ana Kokkinos,Head On,"[{'id': 18, 'name': 'Drama'}]",378667,18,5.8
1244,29056,Roger Corman,The Raven,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",1499275,56,6.3
1245,28501,Roger Corman,The Pit and the Pendulum,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]",2000000,67,6.9
1246,24103,Gene Wilder,Haunted Honeymoon,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 10402, 'name': 'Music'}]",8033397,45,5.4
1247,10766,Mike Hodges,Damien: Omen II,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",26518355,170,6.1
1248,10768,Graham Baker,Omen III: The Final Conflict,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",20471382,132,5.5
1249,813,Jerry Zucker,Airplane!,"[{'id': 35, 'name': 'Comedy'}]",83453539,1104,7.1
1250,2665,Ken Finkleman,Airplane II: The Sequel,"[{'id': 35, 'name': 'Comedy'}]",27150534,276,6.0
1251,9406,Anthony Waller,An American Werewolf in Paris,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",26570463,154,5.3
1252,11418,Amy Heckerling,National Lampoon’s European Vacation,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",49364621,232,6.0
1253,11153,Harold Ramis,National Lampoon's Vacation,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}]",61399552,412,7.1
1254,2280,Penny Marshall,Big,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]",151668774,1022,6.9
1255,9944,Alan J. Pakula,The Pelican Brief,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",195268056,377,6.3
1256,850,Bob Clark,A Christmas Story,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",19294144,352,7.4
1257,10342,Kevin Williamson,Teaching Mrs. Tingle,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",8946237,94,5.3
1258,10366,Mic Rodgers,Universal Soldier: The Return,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",10667893,138,4.2
1259,22314,Michael Rymer,In Too Deep,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",14011454,18,6.3
1260,51679,Chuck Workman,The Source,"[{'id': 99, 'name': 'Documentary'}, {'id': 10769, 'name': 'Foreign'}]",360895,5,4.9
