,id,director
3254,11176,James Frawley
3255,14900,Jim Henson
3256,11899,Frank Oz
3257,36536,Ken Kwapis
3258,18890,Dick Zondag
3259,19736,Bill L. Norton
3260,123047,John Irvin
3261,24575,Jerry Jameson
3262,16535,Jean Negulesco
3263,10971,Roy Ward Baker
3264,23928,Raoul Walsh
3265,31336,Benoît Mariage
3266,462,Steven Soderbergh
3267,9532,James Wong
3268,117259,Christina Andreef
3269,78231,Julian Henriques
3270,2383,Jean-Jacques Annaud
3271,25503,Arthur Lubin
3272,53879,Henry King
3273,1396,Andrei Tarkovsky
3274,11570,Robert Siodmak
3275,1541,Ridley Scott
3276,150043,Harold Prince
3277,17443,Norman Jewison
3278,8469,John Landis
3279,27995,Spike Lee
3280,36739,Spike Lee
3281,925,Spike Lee
3282,41823,Spike Lee
3283,1713,Spike Lee
3284,26170,Don Siegel
3285,30547,Franco Zeffirelli
3286,54825,Nick Park
3287,13939,Michael Winner
3288,14373,Michael Winner
3289,24873,Michael Winner
3290,26263,J. Lee Thompson
3291,34746,Allan A. Goldstein
3292,996,Billy Wilder
3293,9079,Joel Schumacher
3294,1496,David Kellogg
3295,1498,Steve Barron
3296,1497,Michael Pressman
3297,1499,Stuart Gillard
3298,1880,John Milius
3299,33762,Paul Michael Glaser
3300,103960,Renny Harlin
3301,11690,Newt Arnold
3302,29143,Irvin Kershner
3303,35292,Peter Chelsom
3304,36652,Sidney Franklin
3305,801,Barry Levinson
3306,104301,Leonard Nimoy
3307,11520,Donald Petrie
3308,1879,Stanley Kramer
3309,2085,Andrzej Bartkowiak
3310,13539,Mark Piznarski
3311,16222,David Raynr
3312,109479,Mark Hanlon
3313,17078,Majid Majidi
3314,37722,Keith Gordon
3315,75892,Javier Elorrieta
3316,33516,Ken Russell
3317,99008,Jean Yarbrough
3318,9960,Peter Brook
3319,3082,Charlie Chaplin
3320,49338,Rafal Zielinski
3321,2102,Richard C. Sarafian
3322,52961,Blake Edwards
3323,12187,Ron Underwood
3324,24748,Martin Ritt
3325,990,Robert Rossen
3326,1908,Stanley Kramer
3327,9764,Akira Kurosawa
3328,840,Steven Spielberg
3329,39890,John Llewellyn Moxey
3330,42237,Alain Tanner
3331,26689,Louis Morneau
3332,25673,George Stevens
3333,2291,Adrian Lyne
3334,13531,Allan Moyle
3335,16620,Luis Valdez
3336,526,Richard Donner
3337,13346,David Seltzer
3338,243,Stephen Frears
3339,10501,Bibo Bergeron
3340,11478,Rob Cohen
3341,96167,Armando Crispino
3342,24212,David MacDonald
3343,6644,Howard Hawks
3344,41038,Tom Boutross
3345,879,Steven Spielberg
3346,32613,Eugenio Martín
3347,39406,David Beaird
3348,85689,George Fitzmaurice
3349,31624,Sergio Martino
3350,17529,Henry Hathaway
3351,40841,Abbe Wool
3352,118098,John Schlesinger
3353,1793,Herbert Ross
3354,11327,Alan Parker
3355,1700,Rob Reiner
3356,54087,Billy Crystal
3357,34322,Martin Ritt
3358,41659,Bruce Joel Rubin
3359,593,Andrei Tarkovsky
3360,10774,Sidney Lumet
3361,10083,Roger Donaldson
3362,29786,Ted Kotcheff
3363,11356,Gene Saks
3364,10747,Clint Eastwood
3365,38809,James Toback
3366,10559,Gregory Hoblit
3367,20697,Brian Robbins
3368,2621,Bonnie Hunt
3369,10479,William Friedkin
3370,125709,Stanley Tucci
3371,49721,Pip Karmel
3372,2006,Richard Quine
3373,184885,James Young
3374,46625,Wim Wenders
3375,17339,Guy Hamilton
3376,26879,William Asher
3377,11305,Jim Jarmusch
3378,48211,Giuliano Montaldo
3379,28975,Francis Megahy
3380,13665,Steve Gordon
3381,12309,Neal Israel
3382,1552,Ron Howard
3383,106,John McTiernan
3384,10333,Barbra Streisand
3385,11027,Bob Rafelson
3386,61560,Alain Resnais
3387,123757,Jon Jost
3388,27197,Kon Ichikawa
3389,10468,Betty Thomas
3390,1359,Mary Harron
3391,4967,Edward Norton
3392,31776,Marek Kanievska
3393,10557,Damien O'Donnell
3394,27745,Julien Temple
3395,19214,Alain Berliner
3396,46686,Chris Browne
3397,71402,Milton Moses Ginsberg
3398,13776,Barry Levinson
3399,26291,Bobcat Goldthwait
3400,10784,Bob Fosse
3401,10242,Robert Aldrich
3402,27857,Stephen Frears
3403,16347,Morton DaCosta
3404,4825,Joseph L. Mankiewicz
3405,11654,Tony Scott
3406,10518,John Schlesinger
3407,11977,Harold Ramis
3408,18041,Davis Guggenheim
3409,14736,Gina Prince-Bythewood
3410,3536,Jonathan Mostow
3411,1443,Sofia Coppola
3412,10424,Bruce Robinson
3413,80677,Jules Dassin
3414,28971,Charlie Chaplin
3415,49096,Nagisa Ōshima
3416,310431,Jim Wilson
3417,40562,Lisa Krueger
3418,9456,Bharat Nalluri
3419,889,Brian Levant
3420,10564,Matt Williams
3421,15723,John Swanbeck
3422,19600,Bruno Barreto
3423,125537,Kevin Jordan
3424,452,Lars von Trier
3425,68170,Deborah Warner
3426,36234,Mike Figgis
3427,39283,Darren Moloney
3428,65460,Louis Morneau
3429,55667,Jonathan Winfrey
3430,31978,John Keitel
3431,12476,Jack Sholder
3432,5241,Zalman King
3433,98,Ridley Scott
3434,21311,Hugh Hudson
3435,47724,Philip Haas
3436,11129,Justin Kerrigan
3437,117781,Terence Young
3438,1058,Jim McBride
3439,37112,Francis D. Lyon
3440,42159,Taylor Hackford
3441,16395,Dario Argento
3442,50627,Bob Rafelson
3443,5608,Harald Reinl
3444,38925,Stephen Verona
3445,13105,Stan Dragoti
3446,22501,René Laloux
3447,5491,Roger Christian
3448,10560,Nicholas Hytner
3449,19489,Steve Rash
3450,19419,Larry Karaszewski
3451,23531,Peter M. Cohen
3452,10688,Michael Almereyda
3453,17889,George Sidney
3454,18228,Norman Taurog
3455,80351,Vincent McEveety
3456,18642,Norman Taurog
3457,205054,Bruce Kessler
3458,39391,Mervyn LeRoy
3459,18644,Michael Curtiz
3460,31516,Gene Kelly
3461,45827,Bernard McEveety
3462,5683,Tim Burton
3463,113279,Barbara Sonneborn
3464,2094,John Rich
3465,14906,Jack Kinney
3466,16176,Bryan Forbes
3467,52770,David Mamet
3468,12518,Andrew Bergman
3469,10567,Eric Leighton
3470,10642,Amy Heckerling
3471,9285,Todd Phillips
3472,10569,Woody Allen
3473,21879,Floyd Mutrux
3474,98502,Bart Freundlich
3475,21484,Andrzej Żuławski
3476,24918,Mel Brooks
3477,955,John Woo
3478,8584,Tom Dey
3479,47295,Jon Reiss
3480,11332,Peter Greenaway
3481,16093,Herk Harvey
3482,29372,David Miller
3483,962,Charlie Chaplin
3484,5483,Mario Bava
3485,21060,Kelli Herd
3486,30588,Charlie Chaplin
3487,668,Peter R. Hunt
3488,23518,John Frankenheimer
3489,691,Lewis Gilbert
3490,31353,Patrice Chéreau
3491,44018,Agnès Varda
3492,698,Lewis Gilbert
3493,682,Guy Hamilton
3494,28973,Charlie Chaplin
3495,28974,Charlie Chaplin
3496,40685,William C. McGann
3497,22994,Edward Ludwig
3498,40639,Raoul Walsh
3499,499,Agnès Varda
3500,9600,Raja Gosnell
3501,120077,Sergei Bodrov
3502,38006,Val Guest
3503,2768,Paul Schrader
3504,42002,Bigas Luna
3505,40365,Vicente Aranda
3506,24920,Lucio Fulci
3507,21,Bruce Brown
3508,10911,J. Lee Thompson
3509,10102,Marco Ferreri
3510,30308,Douglas Sirk
3511,38688,Albert Lewin
3512,26912,Roy Ward Baker
3513,26278,Val Guest
3514,26953,David Schmoeller
3515,26954,Dave Allen
3516,26956,David DeCoteau
3517,26957,Jeff Burr
3518,26958,Jeff Burr
3519,26959,David DeCoteau
3520,26960,David DeCoteau
3521,80287,Jerry London
3522,6003,Franco Zeffirelli
3523,23939,Peter Hyams
3524,46614,William A. Wellman
3525,11072,Mel Brooks
3526,23069,Joe Camp
3527,21299,Joe Camp
3528,38802,Joe Camp
3529,13368,Michael Curtiz
3530,985,David Lynch
3531,14002,Ron Fricke
3532,541,Otto Preminger
3533,21137,Penelope Spheeris
3534,36724,Penelope Spheeris
3535,938,Sergio Leone
3536,10648,Ted Post
3537,11368,Joel Coen
3538,10875,Steve Kloves
3539,2075,John Huston
3540,1551,Joel Schumacher
3541,22500,René Laloux
3542,10246,Bob Clark
3543,19698,Bob Clark
3544,23919,James Komack
3545,18835,Noel Black
3546,26554,Lloyd Kaufman
3547,15239,Michael Herz
3548,28165,Lloyd Kaufman
3549,28169,Lloyd Kaufman
3550,15762,Fred Dekker
3551,169,Stephen Hopkins
3552,865,Paul Michael Glaser
3553,9663,John Carpenter
3554,26889,John Sayles
3555,10128,Graham Baker
3556,9659,George Miller
3557,8810,George Miller
3558,9355,George Ogilvie
3559,1727,John Badham
3560,635,Alan Parker
3561,10068,Adrian Lyne
3562,11495,Mark L. Lester
3563,11428,Mick Garris
3564,10117,Craig R. Baxley
3565,35936,Darrell James Roodt
3566,25562,Michael Hoffman
3567,51763,Richard Pearce
3568,73079,Robert Mulligan
3569,38921,Hugh Wilson
3570,35463,Tom Holland
3571,9679,Dominic Sena
3572,24587,Allen Hughes
3573,51333,Kenneth Branagh
3574,17771,István Szabó
3575,31610,Alan Rudolph
3576,60005,Jean-Pierre Marois
3577,10264,Franco Zeffirelli
3578,31657,Hal Ashby
3579,29204,Ralph Bakshi
3580,17814,John Carpenter
3581,11879,Kathryn Bigelow
3582,21128,Carl Franklin
3583,482,Gordon Parks
3584,592,Francis Ford Coppola
3585,31593,Ivan Passer
3586,12611,Brian De Palma
3587,14328,James Bridges
3588,32047,Sidney Lumet
3589,9040,Sidney Lumet
3590,25364,Billy Wilder
3591,43002,David Miller
3592,5121,Steven Spielberg
3593,195,Ernst Lubitsch
3594,6978,John Carpenter
3595,3133,Terrence Malick
3596,643,Sergei M. Eisenstein
3597,10571,Robert Iscove
3598,479,John Singleton
3599,7450,Don Bluth
3600,31023,José Luis Cuerda
3601,25636,Alison Maclean
3602,41160,Mick Davis
3603,47439,Raúl Ruiz
3604,207731,Val Lik
3605,7443,Peter Lord
3606,2123,Peter Farrelly
3607,2024,Roland Emmerich
3608,17711,Des McAnuff
3609,2133,Wolfgang Petersen
3610,29946,James Ivory
3611,25993,Roy Ward Baker
3612,28774,Philippe Mora
3613,46929,William Morgan
3614,11598,John Landis
3615,9702,Taylor Hackford
3616,117026,Edgar G. Ulmer
3617,9873,Robert Mandel
3618,16820,Richard Franklin
3619,14864,Dennis Hopper
3620,15379,Joseph Zito
3621,12764,Lance Hool
3622,27352,Aaron Norris
3623,8348,Michael Cimino
3624,24099,Joseph Ruben
3625,17897,Gordon Hessler
3626,28050,Mario Bava
3627,16094,Reginald Hudlin
3628,16096,Doug McHenry
3629,20343,Joshua Meador
3630,13757,Hamilton Luske
3631,11822,Jörg Buttgereit
3632,90980,Leslie Fenton
3633,26270,Richard Talmadge
3634,37744,Kurt Neumann
3635,494,John Guillermin
3636,493,Gordon Parks
3637,12706,Mike Hodges
3638,4244,Jon Turteltaub
3639,4247,Keenen Ivory Wayans
3640,20770,Jamie Babbit
3641,1050,Zhang Yang
3642,1052,Michelangelo Antonioni
3643,20540,Sidney Lumet
3644,23655,Greg Harrison
3645,1788,Herbert Ross
3646,32275,King Vidor
3647,36657,Bryan Singer
3648,44490,Miguel Arteta
3649,47585,Jeremy Podeswa
3650,1448,Po-Chih Leong
3651,36047,Mary Lambert
3652,2655,Robert Zemeckis
3653,12599,Kunihiko Yuyama
3654,33828,François Ozon
3655,93,Otto Preminger
3656,9278,Geoff Murphy
3657,90715,Robert Downey Sr.
3658,59181,Gerald Seth Sindell
3659,22167,George A. Romero
3660,18118,J. Lee Thompson
3661,11940,Sam Wanamaker
3662,24167,Vittorio De Sica
3663,10276,Frank Oz
3664,19380,Roger Donaldson
3665,13783,Bruce Beresford
3666,11624,Woody Allen
3667,15867,Woody Allen
3668,11686,Woody Allen
3669,29263,Luis Puenzo
3670,46754,Berit Nesheim
3671,18702,George Marshall
3672,11830,Juzo Itami
3673,16110,Britt Allcroft
3674,12107,Peter Segal
3675,10401,Patrice Leconte
3676,32640,Michael Winterbottom
3677,10641,Joan Chen
3678,6282,David McNally
3679,9383,Paul Verhoeven
3680,5551,Clint Eastwood
3681,277726,Max Mayer
3682,43079,John Forte
3683,27723,Robert Lee King
3684,2360,Nigel Cole
3685,28043,Mario Bava
3686,33468,Joseph Green
3687,21866,Clint Eastwood
3688,33408,Alan Shapiro
3689,11589,Brian G. Hutton
3690,15158,Don Coscarelli
3691,16139,Don Coscarelli
3692,16146,Don Coscarelli
3693,26515,Stan Winston
3694,11856,Roger Spottiswoode
3695,13567,Robert Hiltzik
3696,10860,Herbert Ross
3697,8420,Roger Vadim
3698,18391,James Signorelli
3699,20850,Don Edmonds
3700,39473,Bruce Beresford
3701,27452,Robert Siodmak
3702,77571,Lee H. Katzin
3703,38548,Lionel Coleman
3704,20438,Jenniphr Goodman
3705,274868,Gary Winick
3706,2211,Max Färberböck
3707,46991,Frédéric Fonteyne
3708,201581,Steven Maler
3709,10391,Chuck Russell
3710,14195,John Waters
3711,15665,Randy Barbato
3712,45905,Myles Connell
3713,10393,Howard Deutch
3714,18168,Gerard Stembridge
3715,8843,Tarsem Singh
3716,10643,Takao Okawara
3717,23618,Spike Lee
3718,117262,Adam Collis
3719,30946,James D. Stern
3720,37136,David Zucker
3721,37137,David Zucker
3722,23283,Sam Wood
3723,3110,George Stevens
3724,14698,Joseph L. Mankiewicz
3725,11694,Elliot Silverstein
3726,47434,Chantal Akerman
3727,39891,Terence Fisher
3728,76891,Saul Rubinek
3729,9651,Jeannot Szwarc
3730,26865,Leslie Norman
3731,11398,Christian Duguay
3732,161687,Aiyana Elliott
3733,1588,Peyton Reed
3734,287821,Chi Muoi Lo
3735,19150,Michael Dinner
3736,25128,Valerie Breiman
3737,18153,Robert Greenwald
3738,41282,Tamra Davis
3739,12211,Douglas Aarniokoski
3740,137236,Chris Fiore
3741,9995,Robert Adetuyi
3742,1698,Stefan Ruzowitzky
3743,10480,Neil LaBute
3744,80713,Benito Zambrano
3745,10685,Joe Charbanic
3746,1619,Christopher McQuarrie
3747,786,Cameron Crowe
3748,14805,Antoine Fuqua
3749,51179,Rob Walker
3750,46119,Robert Schmidt
3751,18074,Bruce Paltrow
3752,170767,Carlos Saura
3753,77332,Jon Matthews
3754,27665,Timothy Wayne Folsome
3755,29015,Craig Mazin
3756,10562,Stephen Hopkins
3757,201724,John Leekley
3758,12212,John Ottman
3759,14629,Fina Torres
3760,16,Lars von Trier
3761,13785,Christopher Guest
3762,34299,Sally Field
3763,15752,Jason Priestley
3764,22597,Greg Berlanti
3765,19348,Karyn Kusama
3766,10637,Boaz Yakin
3767,9003,Clive Barker
3768,9064,Tony Randel
3769,11569,Anthony Hickox
3770,10434,Wim Wenders
3771,26484,William Asher
3772,39113,William Asher
3773,38126,Edward Bernds
3774,53617,Don Weis
3775,469,Jim Jarmusch
3776,2160,Irwin Allen
3777,2161,Richard Fleischer
3778,3073,Charles Barton
3779,911,Edward F. Cline
3780,10973,Jack Arnold
3781,34077,Ray Kellogg
3782,10787,James Whale
3783,43109,Ray Kellogg
3784,43230,Kurt Neumann
3785,15855,Arthur Lubin
3786,9507,Michael Crichton
3787,27475,Amy Holden Jones
3788,27764,Deborah Brock
3789,27767,Sally Mattison
3790,40760,Carol Frank
3791,40446,Jim Wynorski
3792,24664,Spike Lee
3793,21370,Dein Perry
3794,20455,Shigeyasu Yamauchi
3795,10461,Stephen T. Kay
3796,1485,Mike Hodges
3797,1597,Jay Roach
3798,641,Darren Aronofsky
3799,10687,Joel Schumacher
3800,63956,Raymond De Felitta
3801,6521,Rod Lurie
3802,10763,Robert Altman
3803,100975,Jason Alexander
3804,16888,Reginald Hudlin
3805,10383,Janusz Kamiński
3806,21142,Tom Laughlin
3807,78140,Tom Laughlin
3808,2134,George Pal
3809,18801,Lewis Gilbert
3810,18498,Luca Bercovici
3811,28605,Albert Band
3812,42797,Charles Walters
3813,13465,Jack Kinney
3814,27033,Lewis Milestone
3815,20367,Edgar G. Ulmer
3816,71,Stephen Daldry
3817,1636,Harold Ramis
3818,10647,Mimi Leder
3819,19204,Lucio Fulci
3820,13762,Lang Elliott
3821,12207,Liu Chia-Liang
3822,11531,Joe Berlinger
3823,24100,Uli Edel
3824,10783,Nora Ephron
3825,47302,Denys Arcand
3826,4327,McG
3827,4958,Robert Redford
3828,9678,Steven Brill
3829,11978,"George Tillman, Jr."
3830,8870,Antony Hoffman
3831,77434,Gurinder Chadha
3832,14295,Kenneth Lonergan
3833,681,Guy Hamilton
3834,11372,John Sturges
3835,8452,Roger Spottiswoode
3836,10862,Don Roos
3837,8871,Ron Howard
3838,34045,Kevin Macdonald
3839,16340,Stig Bergqvist
3840,10481,Kevin Lima
3841,10867,Giuseppe Tornatore
3842,10876,Philip Kaufman
3843,9741,M. Night Shyamalan
3844,79920,David Fourier
3845,146,Ang Lee
3846,11849,Courtney Solomon
3847,11983,Taylor Hackford
3848,11678,Martin Campbell
3849,2669,Roger Donaldson
3850,20721,Andrew Davis
3851,2609,John Hughes
3852,12714,John Hughes
3853,92603,Montxo Armendáriz
3854,708,John Glen
3855,1857,Nelson Shin
3856,10673,Oliver Stone
3857,2604,Oliver Stone
3858,10132,Oliver Stone
3859,11064,Walter Hill
3860,107,Guy Ritchie
3861,40820,David Seltzer
3862,37716,Yahoo Serious
3863,392,Lasse Hallström
3864,8859,Danny Leiner
3865,11688,Mark Dindal
3866,12509,Ed Harris
3867,3981,Nancy Meyers
3868,711,Gus Van Sant
3869,2046,Sam Raimi
3870,5001,Julian Schnabel
3871,8358,Robert Zemeckis
3872,5994,Brett Ratner
3873,25520,Terence Davies
3874,1493,Donald Petrie
3875,25660,Lee Myung-Se
3876,134,Joel Coen
3877,62677,Maggie Greenwald
3878,21991,David Mamet
3879,10577,Patrick Lussier
3880,21355,Billy Bob Thornton
3881,29122,Barry Levinson
3882,11973,Roger Donaldson
3883,1900,Steven Soderbergh
3884,44853,Michael Winterbottom
3885,10873,E. Elias Merhige
3886,26719,David Mamet
3887,31583,John Dahl
3888,15739,John Huston
3889,15413,Stephen Herek
3890,2623,Taylor Hackford
3891,11209,John Wayne
3892,13715,James Foley
3893,19108,Don Hulette
3894,8043,Tom Gries
3895,43258,William Wyler
3896,10655,Ronald F. Maxwell
3897,75490,Anthony Drazan
3898,42261,Frank Perry
3899,34794,Ted Nicolaou
3900,9989,Peter Howitt
3901,18828,George Gallo
3902,9816,Thomas Carter
3903,20637,Henry Bromell
3904,5955,Sean Penn
3905,125498,Dale G. Bradley
3906,77825,Chen Kuo-Fu
3907,220976,Anne De Salvo
3908,66599,Jonathan Kaplan
3909,17474,Robert Mulligan
3910,11191,Donald Petrie
3911,2613,Norman René
3912,22021,Jack Hill 
3913,22048,Jack Hill 
3914,17006,Keenen Ivory Wayans
3915,26333,Tony Bill
3916,16723,Francine McDougall
3917,2018,Adam Shankman
3918,31768,Nadia Tass
3919,47595,Liv Ullmann
3920,18856,Adam Brooks
3921,10499,Volker Schlöndorff
3922,37949,Jean-François Laguionie
3923,83500,Neil Turitz
3924,47943,Dominik Moll
3925,74340,Mike Newell
3926,5709,Robert K. Weiss
3927,11215,Charles Shyer
3928,26477,Lyndall Hobbs
3929,10937,Barbet Schroeder
3930,4639,John Flynn
3931,96,Tony Scott
3932,90,Martin Brest
3933,11028,Jim McBride
3934,57240,Robert Mandel
3935,67307,Ben Bolt
3936,19324,Cheech Marin
3937,19933,Jerry Rees
3938,12919,Steve Rash
3939,15785,Steve De Jarnatt
3940,31701,James B. Harris
3941,31563,Michael Apted
3942,12506,Richard Attenborough
3943,89992,Kong Yeung
3944,70199,Arthur Penn
3945,39507,John Huston
3946,62185,Terry Leonard
3947,24826,Michael Schultz
3948,30994,Richard Lowenstein
3949,17159,Robert Townsend
3950,10110,Steven Spielberg
3951,18935,John R. Cherry III
3952,764,Sam Raimi
3953,20287,Walter Hill
3954,26964,Atom Egoyan
3955,71881,Tony Bill
3956,15658,Jeffrey Bloom
3957,4918,John Mackenzie
3958,28368,Francis Ford Coppola
3959,58084,Peter Del Monte
3960,52780,Paul Newman
3961,48149,Vittorio Taviani
3962,26156,Bob Giraldi
3963,34101,Robert Townsend
3964,32054,John Boorman
3965,14464,Steven Lisberger
3966,65501,Bill Forsyth
3967,32227,Lawrence Bassoff
3968,2614,Joe Dante
3969,40962,Hector Babenco
3970,12704,Elaine May
3971,580,Joseph Sargent
3972,24828,Paul Weiland
3973,13703,Marek Kanievska
3974,36914,Rod Daniel
3975,1547,Joel Schumacher
3976,42010,Alan Rudolph
3977,2608,Amy Holden Jones
3978,32058,Susan Seidelman
3979,10019,Michael Gottlieb
3980,11649,Gary Goddard
3981,84499,Richard Fleischer
3982,13509,Fred Dekker
3983,63639,Pat O'Connor
3984,30175,Paul Aaron
3985,51521,Charlie Loventhal
3986,34379,Peter Werner
3987,22915,William Phelps
3988,24940,Mark Waters
3989,37302,Vic Sarin
3990,10984,Jamie Blanks
3991,843,Wong Kar-wai
3992,121091,Alex Winter
3993,318,Wim Wenders
3994,12806,Cesc Gay
3995,9740,Ridley Scott
3996,10878,Dennis Dugan
3997,47588,Jonathan Nossiter
3998,10697,Agnès Jaoui
3999,7093,Roland Joffé
4000,16300,Paul Weitz
4001,19405,Chuck Sheetz
4002,1921,Pat O'Connor
4003,44412,Peter Askin
4004,21620,Harry Sinclair
4005,23685,Henry Selick
4006,12138,Demian Lichtenstein
4007,48217,Patrice Leconte
4008,6073,Gore Verbinski
4009,39180,John Whitesell
4010,35569,Lee Stanley
4011,25208,Kasi Lemmons
4012,82103,Andrucha Waddington
4013,19513,Daniel Minahan
4014,2749,John Herzfeld
4015,10050,Tommy O'Haver
4016,17203,Paddy Breathnach
4017,168485,Christopher Livingston
4018,95682,Frances Reid
4019,54968,Ben Hopkins
4020,49929,Kieron J. Walsh
4021,2302,Barry Levinson
4022,32686,Steven Soderbergh
4023,13889,Akira Kurosawa
4024,6028,Guy Hamilton
4025,51802,Lewis Milestone
4026,42148,Hector Babenco
4027,29492,Tom DeSimone
4028,25447,Bill Fishman
4029,28410,Fritz Kiersch
4030,38545,Hal Hartley
4031,19490,Henry Koster
4032,31151,Denis Sanders
4033,1888,Billy Wilder
4034,38805,Ralph Nelson
4035,16618,Charles Vidor
4036,2428,George Stevens
4037,22013,Richard Brooks
4038,15598,Lewis Gilbert
4039,43332,Delmer Daves
4040,62127,Michael Ritchie
4041,56137,Emeric Pressburger
4042,17965,Robert Fuest
4043,29067,Daniel Haller
4044,33250,Albert Brooks
4045,14460,Jimmy T. Murakami
4046,17466,Deran Sarafian
4047,9594,Sheldon Lettich
4048,35976,Burt Reynolds
4049,4986,Richard A. Colla
4050,2453,Simon Wincer
4051,33676,Curtis Hanson
4052,4587,Richard Benjamin
4053,31004,Carl Schenkel
4054,125099,Nicholas Barker
4055,27859,Emilio Estevez
4056,11454,Michael Mann
4057,38718,Barbet Schroeder
4058,4192,John Guillermin
4059,11607,Sean S. Cunningham
4060,14052,Jeff Kanew
4061,16889,Joe Roth
4062,39934,Norman René
4063,26580,Spike Lee
4064,21309,Tim Hunter
4065,16263,Alan Metter
4066,4985,Robert Aldrich
4067,20704,Stan Dragoti
4068,23730,Douglas Cheek
4069,853,Jean-Jacques Annaud
4070,10877,Andrzej Bartkowiak
4071,5257,Rob Sitch
4072,77,Christopher Nolan
4073,20322,Gary Hardwick
4074,10833,David Mirkin
4075,20309,J.B. Rogers
4076,125093,David Maquiling
4077,12658,Tony Goldwyn
4078,10054,Robert Rodriguez
4079,10646,Gregory Poirier
4080,2575,John Boorman
4081,55,Alejandro González Iñárritu
4082,65075,David Shapiro
4083,44379,Agnès Varda
4084,2043,Lee Tamahori
4085,4133,Ted Demme
4086,56715,Jean-Marie Poiré
4087,10991,Kunihiko Yuyama
4088,15940,Bill Eagles
4089,26791,Richard Dutcher
4090,44069,Marzieh Makhmalbaf
4091,68894,Ann Hu
4092,634,Sharon Maguire
4093,10956,Dennie Gordon
4094,19366,Deborah Kaplan
4095,136558,John Lyons Murphy
4096,28308,Jonas McCord
4097,9519,Andrew Dominik
4098,13898,Jafar Panahi
4099,196280,Joe Mantegna
4100,9290,Simon Wincer
4101,13166,Tom Green
4102,32590,Wayne Wang
4103,109472,Subrata Sen
4104,153141,Jamie Thraves
4105,52654,Marleen Gorris
4106,70282,Jordan Walker-Pearlman
4107,47643,John Greyson
4108,111,Brian De Palma
4109,32488,Blake Edwards
4110,10477,Renny Harlin
4111,12484,J.S. Cardone
4112,2144,Harald Zwart
4113,24113,Peter Chelsom
4114,118052,Steve Barron
4115,1734,Stephen Sommers
4116,38047,Shinji Aoyama
4117,8076,Veit Helmer
4118,4973,François Ozon
4119,8095,Joseph L. Mankiewicz
4120,849,Peter Yates
4121,27223,Albert Brooks
4122,2981,Milton Menasco
4123,39266,Leni Riefenstahl
4124,31863,Joseph Ruben
4125,11307,George Roy Hill
4126,46498,Christian Marquand
4127,11163,Federico Fellini
4128,11035,Federico Fellini
4129,18691,Frederick de Cordova
4130,3784,Garry Marshall
4131,78133,Tony Bill
4132,22829,Richard Quine
4133,35717,Leos Carax
4134,11936,Federico Fellini
4135,25221,Mark Rydell
4136,19494,Colin Higgins
4137,40842,Martin Ritt
4138,19357,Carl Reiner
4139,33743,Roy Rowland
4140,32924,Dennis Hopper
4141,9062,Arthur Hiller
4142,11174,Bille August
4143,934,Jules Dassin
4144,9476,Brian Helgeland
4145,37691,Ken Loach
4146,115810,Fernando Trueba
4147,10613,Kristian Levring
4148,19094,Del Shores
4149,14268,Jehane Noujaim
4150,5852,Luis Mandoki
4151,808,Vicky Jenson
4152,49453,Amos Kollek
4153,824,Baz Luhrmann
4154,37558,Jacques Doillon
4155,676,Michael Bay
4156,88727,Karin Julsrud
4157,26813,Michel Debats
4158,29572,Sally Potter
4159,48109,Jim McKay
4160,50541,Donald Wrye
4161,26255,Dale Launer
4162,22414,Mike Nichols
4163,43329,Robert Aldrich
4164,42233,Robert Altman
4165,1406,Ron Underwood
4166,13554,John Sayles
4167,17664,John Ford
4168,66035,Burt Lancaster
4169,41050,Michelangelo Antonioni
4170,1632,Alan Parker
4171,966,John Sturges
4172,12639,Burt Kennedy
4173,301,Howard Hawks
4174,31527,Josef von Sternberg
4175,4988,Michael Ritchie
4176,12623,Peter Yates
4177,11896,Danny DeVito
4178,25538,Edward Yang
4179,17971,David Wechter
4180,6498,Ole Bornedal
4181,5923,Robert Wise
4182,15497,Henry King
4183,21876,Mark Robson
4184,11090,Luke Greenfield
4185,14034,Sam Weisman
4186,21056,Thomas Bezucha
4187,9397,Ivan Reitman
4188,9705,Dominic Sena
4189,26475,Jennifer Jason Leigh
4190,56934,Bruce Beresford
4191,29937,Jan Hřebejk
4192,49922,Peter Hewitt
4193,10364,Mike Nichols
4194,32458,Peter Jackson
4195,1089,Kathryn Bigelow
4196,38043,Zelda Barron
4197,9967,Ted Kotcheff
4198,17494,Jonathan Kaplan
4199,17465,Peter Markle
4200,759,Howard Hawks
4201,10297,Jean Negulesco
4202,29393,William Castle
4203,10653,Billy Wilder
4204,21468,Walter Lang
4205,9576,Sydney Pollack
4206,22323,Penelope Spheeris
4207,31935,Robert Aldrich
4208,126881,Hermine Huntgeburth
4209,52616,Yim Ho
4210,10865,Kirk Wise
4211,1995,Simon West
4212,10808,Steve Carr
4213,9799,Rob Cohen
4214,644,Steven Spielberg
4215,16161,John Singleton
4216,10691,John Stockwell
4217,10615,Louis C.K.
4218,47596,Adam Marcus
4219,21488,Jacques Martineau
4220,59733,D.A. Pennebaker
4221,271462,Stavros Kazantzidis
4222,11826,Jonathan Glazer
4223,24470,Dwight Yoakam
4224,9301,Tom Tykwer
4225,11444,Francis Veber
4226,15564,David Douglas
4227,60670,Mathieu Kassovitz
